STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,TRANSFORMATION,Transformation,ADJUSTMENT,Ajustement,SEX,Sexe,AGE,Âge,ACTIVITY,Activité économique,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,1051.625,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2008,,1092.117,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,1120.9,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,1200.95,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,1308.475,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2012,,1408.092,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,1519.842,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,1647.592,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,1790.308,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,1925.6,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,2050.742,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,2119.908,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,2223.658,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,2250.217,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2021,,2277.725,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2022,,2426.358,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2023,,2521.083,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2559.075,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,KOR,Corée,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2025,,2611.683,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2002,,55.4,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,57.85,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2005,,64.975,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,70.45,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,75.275,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,73.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,67.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,70.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2012,,75.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,79.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,82.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,87,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,91,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,92.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,96.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,100.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,100,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2021,,97.6,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2022,,101.825,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2023,,101.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LVA,Lettonie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,102.05,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2005,,83.175,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2006,,89.1,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,92.9,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2008,,91.575,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,91.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,88.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,93.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2012,,97.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,106,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,114.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,125.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,137.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,144.75,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,150.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,153.5,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,153,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2021,,155.775,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2022,,164.775,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2023,,162.925,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LTU,Lituanie,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,160.475,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LUX,Luxembourg,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2003,,4.6,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LUX,Luxembourg,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2005,,5.7,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LUX,Luxembourg,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2007,,6.95,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LUX,Luxembourg,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,7.25,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LUX,Luxembourg,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,8.075,,,,A,Valeur normale,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_EMP_Q(1.0),Population occupée par groupes d'age,I,LUX,Luxembourg,EMP,Emploi,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,F,Sexe féminin,Y55T64,De 55 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,8.375,,,,A,Valeur normale,3,Thousands,0,Zero
