"Zone de référence","Fréquence d'observation","Mesure","Unité de mesure","Activité economique","Classe de taille","Période temporelle","Country ISO3","Value","Statut d'observation","Statut d'observation 2","Statut d'observation 3","Multiplicateur d'unité","Time horizon","Décimales","V7 Breakdowns"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","AUT","29.945899999999998","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","BEL","34.5428","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","CZE","17.6049","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","DNK","42.032399999999996","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","EST","23.4026","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","FIN","37.8204","Valeur normale","","","Units","","Two","BUS_TOTAL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","FRA","18.159200000000002","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","DEU","25.968400000000003","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","GRC","8.9269","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","HUN","10.3731","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","IRL","19.6416","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","ITA","16.403200000000002","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","LVA","12.213899999999999","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","LTU","21.3034","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","LUX","33.6114","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","NOR","28.8939","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","POL","8.362400000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","PRT","11.544599999999999","Valeur normale","","","Units","","Two","BUS_TOTAL"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","SVK","17.9952","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","SVN","21.6118","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","ESP","20.2685","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","SWE","35.0402","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","TUR","7.4125","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","EU27","19.9479","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","BGR","8.5463","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","HRV","15.1928","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2025","ROU","5.2108","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Australie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","AUS","3.25","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Colombie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","COL","7.184849904","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Israël","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","ISR","3.694724719","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Australie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2022","AUS","3.39","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Nouvelle-Zélande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2022","NZL","9.023666707","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Canada","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","CAN","8.3","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Canada","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","CAN","4.7","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2019","KOR","2.49290448567512","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","KOR","2.69048062009295","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","KOR","2.65115089143679","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Corée","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","KOR","30.28","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Brésil","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","BRA","12.93","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Brésil","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","BRA","12.94","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Brésil","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2021","BRA","12.91","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","AUT","20.2705","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","BEL","24.7119","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","CZE","11.256","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","DNK","27.583800000000004","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","EST","13.894300000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","FIN","24.3683","Valeur normale","","","Units","","Two","BUS_TOTAL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","FRA","9.908999999999999","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","DEU","19.7528","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","GRC","9.8139","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","HUN","7.4125","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","IRL","14.8955","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","ITA","8.1958","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","LVA","8.8344","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","LTU","8.7614","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","LUX","23.7276","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","NLD","23.0637","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","NOR","20.7725","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","POL","5.898","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","PRT","8.626399999999999","Valeur normale","","","Units","","Two","BUS_TOTAL"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","SVK","10.783","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","SVN","20.894199999999998","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","ESP","11.3053","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","SWE","25.0922","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","TUR","4.4247000000000005","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","EU27","13.475200000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","BGR","6.474","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","HRV","11.762599999999999","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2024","ROU","3.0725","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","AUT","3.8222","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","BEL","5.4616999999999996","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","CZE","5.5062","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","DNK","9.3042","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","EST","4.4878","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","FIN","9.5396","Valeur normale","","","Units","","Two","BUS_TOTAL"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","FRA","4.8061","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","DEU","5.6003","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","HUN","3.0511","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","IRL","20.2662","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","ITA","7.4392","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","LVA","2.1425","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","LTU","6.9896","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","LUX","4.8431","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","NLD","4.3450999999999995","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","NOR","5.0103","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","POL","4.143800000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","PRT","7.615600000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","SVK","5.8746","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","SVN","2.168","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","ESP","7.420999999999999","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Suède","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","SWE","6.955500000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","TUR","5.5741","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Royaume-Uni","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","GBR","4.1104","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","EU27","5.9786","Valeur normale","","","Units","","Two","BUS_TOTAL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","OECD","5.624639743346655","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","BGR","4.7261999999999995","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","HRV","4.5310999999999995","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2020","ROU","5.4262999999999995","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","AUT","10.7879","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","BEL","13.8109","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","CZE","5.8987","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","DNK","15.1701","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","EST","5.1921","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","FIN","15.096300000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","DEU","11.5525","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","GRC","3.9818","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","HUN","3.681","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","IRL","8.014000000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","ITA","5.045100000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","LVA","4.5276","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Lituanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","LTU","4.8614999999999995","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Luxembourg","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","LUX","14.446600000000002","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Pays-Bas","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","NLD","14.1044","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Norvège","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","NOR","9.1692","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Pologne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","POL","3.6696","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Portugal","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","PRT","7.8607","Valeur normale","","","Units","","Two","BUS_TOTAL"
"République slovaque","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","SVK","7.037","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Slovénie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","SVN","11.3702","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Espagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","ESP","9.178600000000001","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Türkiye","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","TUR","5.5074","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Union européenne (27 pays)","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","EU27","8.057599999999999","Valeur normale","","","Units","","Two","BUS_TOTAL"
"OCDE","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","OECD","8.734645692568266","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Bulgarie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","BGR","3.6239","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Croatie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","HRV","7.8914","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Roumanie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","10 ou plus","2023","ROU","1.5056","Valeur normale","","","Units","","Two","BUS_TOTAL"
"Autriche","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","AUT","29.1001","Valeur normale","","","Units","","Two","MEDIUM"
"Belgique","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","BEL","35.7059","Valeur normale","","","Units","","Two","MEDIUM"
"Tchéquie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","CZE","16.9132","Valeur normale","","","Units","","Two","MEDIUM"
"Danemark","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","DNK","40.9163","Valeur normale","","","Units","","Two","MEDIUM"
"Estonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","EST","19.339100000000002","Valeur normale","","","Units","","Two","MEDIUM"
"Finlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","FIN","37.665","Valeur normale","","","Units","","Two","MEDIUM"
"France","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","FRA","14.52","Valeur normale","","","Units","","Two","MEDIUM"
"Allemagne","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","DEU","28.2163","Valeur normale","","","Units","","Two","MEDIUM"
"Grèce","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","GRC","15.9079","Valeur normale","","","Units","","Two","MEDIUM"
"Hongrie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","HUN","10.0663","Valeur normale","","","Units","","Two","MEDIUM"
"Irlande","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","IRL","24.8486","Valeur normale","","","Units","","Two","MEDIUM"
"Italie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","ITA","14.7052","Valeur normale","","","Units","","Two","MEDIUM"
"Lettonie","Annuelle","Businesses using artificial intelligence (AI)","Pourcentage d'entreprises","Total - ensemble des activités","De 50 à 249","2024","LVA","13.6489","Valeur normale","","","Units","","Two","MEDIUM"
