STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de measure,PAY_PERIOD,Période de paie,PRICE_BASE,Type de prix,AGGREGATION_OPERATION,Opération d'agrégation,SEX,Sexe,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2006,,24478.224,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2007,,28452.546,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2008,,28825.241,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2009,,28129.372,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2010,,27819.144,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2011,,27175.801,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2012,,27586.879,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2013,,28264.041,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2014,,29821.57,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2015,,31216.866,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2016,,32810.922,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2017,,33537.411,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2018,,35721.443,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2019,,37497.18,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2020,,39457.72,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2021,,41669.419,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2022,,38592.076,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2023,,38139.995,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,EST,Estonie,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2024,,38974.828,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2000,,50356.433,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2001,,50621.314,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2002,,50893.268,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2003,,51860.488,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2004,,57299.261,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2005,,54699.991,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2006,,55832.155,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2007,,56578.255,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2008,,57062.003,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2009,,57554.528,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2010,,58350.533,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2011,,58367.329,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2012,,58413.308,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2013,,57831.072,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2014,,57810.162,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2015,,58263.321,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2016,,58774.142,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2017,,58437.299,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2018,,58869.605,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2019,,59719.832,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2020,,60043.151,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2021,,62132.388,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2022,,60104.436,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2023,,59420.701,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FIN,Finlande,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2024,,59596.576,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2000,,50645.173,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2001,,50963.945,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2002,,52339.283,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2003,,52766.169,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2004,,53626.317,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2005,,54272.509,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2006,,54878.616,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2007,,55079.217,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2008,,54973.952,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2009,,56721.996,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2010,,57867.381,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2011,,57763.65,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2012,,58139.541,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2013,,58637.643,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2014,,59043.357,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2015,,59600.312,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2016,,60284.45,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2017,,61120.078,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2018,,61041.792,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2019,,61631.808,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2020,,58590.773,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2021,,60900.747,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2022,,61156.437,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2023,,60140.542,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,FRA,France,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2024,,60608.014,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2000,,59354.424,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2001,,59787.697,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2002,,60138.883,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2003,,60338.681,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2004,,60330.633,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2005,,60548.73,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2006,,60537.007,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2007,,60353.389,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2008,,60623.392,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2009,,60635.353,,2024,,A,Valeur normale,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@AV_AN_WAGE(1.0),Salaire annuel moyen,I,DEU,Allemagne,WG,Wages,USD_PPP,"Dollars des É-U, PPA convertis",A,Annuelle,Q,Prix constants,MEAN,Moyenne,_Z,Non applicable,2010,,61167.671,,2024,,A,Valeur normale,0,Units,0,Zero
